Answer,Article File,Article Title,Difficulty From Answerer,Difficulty From Questioner,Question
Yes.,S08_set4_a2,James_Watt,easy,,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?"
Yes.,S08_set4_a2,James_Watt,easy,,"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?"
Yes.,S08_set4_a2,James_Watt,easy,,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?
"Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.",S08_set4_a2,James_Watt,medium,,"Four years after opening his shop , Watt began what?"
Yes.,S08_set4_a2,James_Watt,easy,,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?
Yes.,S08_set3_a1,John_Adams,easy,easy,Did John Adams represent the Continental Congress in Europe?
yes,S08_set3_a1,John_Adams,easy,easy,Did John Adams represent the Continental Congress in Europe?
Yes.,S08_set3_a1,John_Adams,easy,easy,Was Adams raised Congregationalist?
yes,S08_set3_a1,John_Adams,easy,easy,Was Adams raised Congregationalist?
Yes.,S08_set3_a1,John_Adams,easy,easy,Was Adams an opponent of the Stamp Act?
yes,S08_set3_a1,John_Adams,easy,easy,Was Adams an opponent of the Stamp Act?
1755.,S08_set3_a1,John_Adams,medium,medium,When did Adams graduate from college?
1755,S08_set3_a1,John_Adams,medium,medium,When did Adams graduate from college?
"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman.",S08_set3_a1,John_Adams,medium,medium,Who was on the committee with Adams to draft  a Declaration of Independence?
"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman",S08_set3_a1,John_Adams,medium,medium,Who was on the committee with Adams to draft  a Declaration of Independence?
"The ""Colossus of Independence"".",S08_set3_a1,John_Adams,hard,medium,What did Jefferson call John Adams?
Colossus of Independence,S08_set3_a1,John_Adams,medium,medium,What did Jefferson call John Adams?
The Federalist Party.,S08_set3_a1,John_Adams,hard,hard,What was Adams' political party?
Federalist,S08_set3_a1,John_Adams,hard,hard,What was Adams' political party?
Yes.,S08_set3_a1,John_Adams,hard,hard,Was Adams the first to introduce a bicameral legislature?
yes,S08_set3_a1,John_Adams,too hard,hard,Was Adams the first to introduce a bicameral legislature?
No.,S08_set3_a1,John_Adams,hard,hard,Did John Adams get along with Alexander Hamilton?
no,S08_set3_a1,John_Adams,too hard,hard,Did John Adams get along with Alexander Hamilton?
yes,S08_set3_a1,John_Adams,medium,easy,Did John Adams go to Harvard?
Yes,S08_set3_a1,John_Adams,easy,easy,Did John Adams go to Harvard?
No,S08_set3_a1,John_Adams,hard,easy,Did John Adams support the Stamp Act of 1765?
No,S08_set3_a1,John_Adams,easy,easy,Did John Adams support the Stamp Act of 1765?
yes,S08_set3_a1,John_Adams,easy,easy,Is Adams' birthplace part of a national park?
Yes,S08_set3_a1,John_Adams,easy,easy,Is Adams' birthplace part of a national park?
1789-1797,S08_set3_a1,John_Adams,easy,medium,When did John Adams serve as Vice President?
1789-1797,S08_set3_a1,John_Adams,medium,medium,When did John Adams serve as Vice President?
The Federalist Party,S08_set3_a1,John_Adams,medium,medium,With what party did Adams run for presidency?
The Federalist Party,S08_set3_a1,John_Adams,medium,medium,With what party did Adams run for presidency?
United First Parish Church,S08_set3_a1,John_Adams,medium,medium,Where is Adams buried?
United First Parish Church,S08_set3_a1,John_Adams,medium,medium,Where is Adams buried?
"They were a series of judges, so called because most of them were formally appointed days before Adams' presidential term expired",S08_set3_a1,John_Adams,hard,hard,Who were the midnight judges?
They were judges formally appointed days before Adams term expired,S08_set3_a1,John_Adams,hard,hard,Who were the midnight judges?
Hamilton wanted to control the army differently than Adams,S08_set3_a1,John_Adams,hard,hard,In what ways was Adams opposed by Anderw Hamilton?
Descriptions of events and ompressions of men,S08_set3_a1,John_Adams,hard,hard,What information did he record in his diary?
He wrote descriptions of events and impressions of men,S08_set3_a1,John_Adams,medium,hard,What information did he record in his diary?
John Adams,S08_set3_a1,John_Adams,medium,,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?
John Adams,S08_set3_a1,John_Adams,medium,,Who represented the Continental Congress in Europe?
John Adams' birthplace,S08_set3_a1,John_Adams,medium,,What is now part of Adams National Historical Park?
yes,S08_set3_a1,John_Adams,easy,,Is it true that adams had spent some time as the ambassador?
yes,S08_set3_a1,John_Adams,easy,,Is it true that massachuS08_setts sent him in 1774?
John Adams,S08_set3_a1,John_Adams,hard,,Who did MassachuS08_setts send in 1774?
yes,S08_set3_a1,John_Adams,easy,,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?"
"Adams's personal collection of more than 3,500 volumes",S08_set3_a1,John_Adams,medium,,"The John Adams Library , housed at the Boston Public Library , contains what?"
Democratic Republicans,S08_set3_a1,John_Adams,hard,,Adams ' opponents were what?
No.,S08_set3_a1,John_Adams,easy,,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?"
Adams married Abigail Smith,S08_set3_a1,John_Adams,medium,,What happened in 1764?
no,S08_set1_a1,kangaroo,easy,easy,Is a kangaroo a reptile?
No,S08_set1_a1,kangaroo,easy,easy,Is a kangaroo a reptile?
yes,S08_set1_a1,kangaroo,easy,easy,Is a kangaroo on the Australian coat of arms?
Yes,S08_set1_a1,kangaroo,medium,easy,Is a kangaroo on the Australian coat of arms?
yes,S08_set1_a1,kangaroo,medium,easy,"Was James Cook the first to record the name ""Kangooroo?"""
Yes,S08_set1_a1,kangaroo,medium,easy,"Was James Cook the first to record the name ""Kangooroo?"""
"mob, troop, or court",S08_set1_a1,kangaroo,medium,medium,What is a collective noun for kangaroos?
"Mob, troop, or court",S08_set1_a1,kangaroo,medium,medium,What is a collective noun for kangaroos?
marsupium,S08_set1_a1,kangaroo,medium,medium,Where do joeys complete postnatal development?
A pouch called a marsupium,S08_set1_a1,kangaroo,medium,medium,Where do joeys complete postnatal development?
its hind feet,S08_set1_a1,kangaroo,medium,hard,"What do kangaroos use for ""crawl-walking?"""
Their hind feet and their tails,S08_set1_a1,kangaroo,hard,hard,"What do kangaroos use for ""crawl-walking?"""
The two sides of the lower jaw are not joined together and the lower incisors are farther apart.,S08_set1_a1,kangaroo,hard,hard,Why do kangaroos have a wide bite?
Because of grazing,S08_set1_a1,kangaroo,hard,hard,Why do kangaroos have a wide bite?
bacteria,S08_set1_a1,kangaroo,hard,hard,What is responsible for converting the hydrogen byproduct of fermentation into acetate?
The digestive system of a kangaroo,S08_set1_a1,kangaroo,too hard,hard,What is responsible for converting the hydrogen byproduct of fermentation into acetate?
yes,S08_set1_a1,kangaroo,easy,easy,Are wild kangaroos shot for meat?
Yes,S08_set1_a1,kangaroo,easy,easy,Are wild kangaroos shot for meat?
yes,S08_set1_a1,kangaroo,easy,easy,Have kangaroos fared well since European S08_settlement?
Yes,S08_set1_a1,kangaroo,easy,easy,Have kangaroos fared well since European S08_settlement?
no,S08_set1_a1,kangaroo,easy,easy,Do kangaroos have many natural predators?
No,S08_set1_a1,kangaroo,easy,easy,Do kangaroos have many natural predators?
4.6 years,S08_set1_a1,kangaroo,medium,medium,What is the average life expectancy of a kangaroo?
about 4.6 years,S08_set1_a1,kangaroo,medium,medium,What is the average life expectancy of a kangaroo?
1994,S08_set1_a1,kangaroo,medium,medium,When did the first official report of kangaroo blindness take place?
1994,S08_set1_a1,kangaroo,medium,medium,When did the first official report of kangaroo blindness take place?
roo bars,S08_set1_a1,kangaroo,medium,medium,What are vehicles that frequent isolated roads often fitted with?
"""roo bars""",S08_set1_a1,kangaroo,medium,medium,What are vehicles that frequent isolated roads often fitted with?
yes,S08_set1_a1,kangaroo,hard,hard,Do kangaroos eat plants?
Yes,S08_set1_a1,kangaroo,too hard,hard,Do kangaroos eat plants?
"Thylacine, Marsupial Lion, Maagalania, and Wonambi",S08_set1_a1,kangaroo,hard,hard,What are some extinct predators of the kangaroo?
The Thylacine,S08_set1_a1,kangaroo,hard,hard,What are some extinct predators of the kangaroo?
,S08_set1_a1,kangaroo,,easy,Is a Kangaroo a Marsupial?
Yes,S08_set1_a1,kangaroo,easy,easy,Is a Kangaroo a Marsupial?
,S08_set1_a1,kangaroo,,easy,Is the kangaroo an herbivour?
Yes,S08_set1_a1,kangaroo,medium,easy,Is the kangaroo an herbivour?
,S08_set1_a1,kangaroo,,easy,Are Kangaroos Shy?
Yes,S08_set1_a1,kangaroo,easy,easy,Are Kangaroos Shy?
,S08_set1_a1,kangaroo,,medium,What method of locomotion do Kangaroos Use?
hopping,S08_set1_a1,kangaroo,medium,medium,What method of locomotion do Kangaroos Use?
,S08_set1_a1,kangaroo,,medium,What is the average life expectancy of a kangaroo?
4 to 6 years,S08_set1_a1,kangaroo,hard,medium,What is the average life expectancy of a kangaroo?
,S08_set1_a1,kangaroo,,medium,What is a collective noun for a kangaroo?
"a mob, troop, or court",S08_set1_a1,kangaroo,medium,medium,What is a collective noun for a kangaroo?
,S08_set1_a1,kangaroo,,hard,What is a roo?
a kangaroo,S08_set1_a1,kangaroo,medium,hard,What is a roo?
,S08_set1_a1,kangaroo,,hard,What is used to protect a vehicale from a Kangaroo?
roo bars,S08_set1_a1,kangaroo,hard,hard,What is used to protect a vehicale from a Kangaroo?
,S08_set1_a1,kangaroo,,hard,What method is used by Kangaroos to travel?
hopping,S08_set1_a1,kangaroo,medium,hard,What method is used by Kangaroos to travel?
Captain James Cook and naturalist Sir Joseph Banks,S08_set1_a1,kangaroo,hard,,Who asked a nearby local what the creatures were called?
"The Red Kangaroo, The Eastern Grey Kangaroo, The Western Grey Kangaroo, and The Antilopine Kangaroo",S08_set1_a1,kangaroo,too hard,,What are four species that are commonly referred to as kangaroos?
yes,S08_set1_a1,kangaroo,easy,,Are kangaroos and wallabies adept swimmers?
No.,S08_set1_a1,kangaroo,easy,,Are kangaroos farmed to any extent?
Veterinarians,S08_set1_a1,kangaroo,medium,,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?
different diets,S08_set1_a1,kangaroo,medium,,Different species of kangaroos eat what?
yes,S08_set1_a1,kangaroo,easy,,Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?
yes,S08_set1_a1,kangaroo,easy,,Is a collision with a vehicle capable of killing a kangaroo ?
yes,S08_set1_a1,kangaroo,easy,,Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?
yes,S08_set1_a1,kangaroo,easy,,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?"
yes,S08_set1_a1,kangaroo,easy,,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?"
Changes wrought to the Australian landscape by humans.,S08_set1_a1,kangaroo,medium,,What kinds of changes have larger kangaroos adapted much better to?
yes,S08_set1_a1,kangaroo,easy,,Have larger kangaroos adapted much better to changes?
yes,S08_set1_a2,leopard,easy,easy,Is the leopard smaller than the other members of Panthera?
Yes,S08_set1_a2,leopard,easy,easy,Is the leopard smaller than the other members of Panthera?
yes,S08_set1_a2,leopard,easy,easy,Is a leopard larger and less lanky than a cheetah?
Yes,S08_set1_a2,leopard,easy,easy,Is a leopard larger and less lanky than a cheetah?
yes,S08_set1_a2,leopard,easy,easy,Are large pythons potential prey for leopards?
Yes,S08_set1_a2,leopard,easy,easy,Are large pythons potential prey for leopards?
A cheetah or a jaguar,S08_set1_a2,leopard,medium,medium,What may a leopard be mistaken for?
A cheetah or a jaguar,S08_set1_a2,leopard,medium,medium,What may a leopard be mistaken for?
a pumapard,S08_set1_a2,leopard,medium,medium,What is a hybrid animal resulting from a union between a leopard and a puma?
A pumapard,S08_set1_a2,leopard,medium,medium,What is a hybrid animal resulting from a union between a leopard and a puma?
in dense vegetation,S08_set1_a2,leopard,medium,medium,Where do leopards often hide their kills?
in dense vegetation or in trees,S08_set1_a2,leopard,medium,medium,Where do leopards often hide their kills?
by the length of their tails,S08_set1_a2,leopard,hard,hard,How did early naturalists distinguish between leopards and panthers?
"By the length of the tail, panthers having longer tails than leopards",S08_set1_a2,leopard,hard,hard,How did early naturalists distinguish between leopards and panthers?
Black Panthers,S08_set1_a2,leopard,hard,hard,What are dark leopards known as colloquially?
black panthers,S08_set1_a2,leopard,too hard,hard,What are dark leopards known as colloquially?
circular,S08_set1_a2,leopard,hard,hard,What shape are a leopard's black roS08_settes in East Africa?
circular,S08_set1_a2,leopard,hard,hard,What shape are a leopard's black roS08_settes in East Africa?
yes,S08_set1_a2,leopard,easy,easy,Is the leopard an Old World mammal?
yes,S08_set1_a2,leopard,easy,easy,Is the leopard an Old World mammal?
.,S08_set1_a2,leopard,too easy,easy,Is the leopard an Old World mammal?
yes,S08_set1_a2,leopard,easy,easy,Is the leopard of the Felidae family?
yes,S08_set1_a2,leopard,easy,easy,Is the leopard of the Felidae family?
,S08_set1_a2,leopard,,easy,Is the leopard of the Felidae family?
yes,S08_set1_a2,leopard,easy,easy,Is the leopard one of the four 'big cats'?
yes,S08_set1_a2,leopard,medium,easy,Is the leopard one of the four 'big cats'?
,S08_set1_a2,leopard,,easy,Is the leopard one of the four 'big cats'?
southern Eurasia and Africa,S08_set1_a2,leopard,medium,medium,Where is the leopard distributed?
"southern Eurasia and Africa, from Korea to South Africa and Spain",S08_set1_a2,leopard,medium,medium,Where is the leopard distributed?
,S08_set1_a2,leopard,,medium,Where is the leopard distributed?
60 to 110cm,S08_set1_a2,leopard,medium,medium,How long is a leopard's tail?
60-110cm,S08_set1_a2,leopard,medium,medium,How long is a leopard's tail?
,S08_set1_a2,leopard,,medium,How long is a leopard's tail?
Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females.,S08_set1_a2,leopard,medium,medium,How much does a leopard weigh?
(because of ambiguity) - 28-90kg,S08_set1_a2,leopard,too hard,medium,How much does a leopard weigh?
,S08_set1_a2,leopard,,medium,How much does a leopard weigh?
yes,S08_set1_a2,leopard,medium,hard,Does a male leopard weigh more than a female leopard?
yes,S08_set1_a2,leopard,hard,hard,Does a male leopard weigh more than a female leopard?
,S08_set1_a2,leopard,,hard,Does a male leopard weigh more than a female leopard?
The leopard has roS08_settes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.,S08_set1_a2,leopard,hard,hard,What is the difference between leopards and cheetahs?
"The leopard has roS08_settes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar.",S08_set1_a2,leopard,hard,hard,What is the difference between leopards and cheetahs?
,S08_set1_a2,leopard,,hard,What is the difference between leopards and cheetahs?
"As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa.",S08_set1_a2,leopard,hard,hard,How does the distribution size of the leopard compare to the distribution of other wild cats?
the leopard had the largest distribution of any wild cat.,S08_set1_a2,leopard,hard,hard,How does the distribution size of the leopard compare to the distribution of other wild cats?
,S08_set1_a2,leopard,,hard,How does the distribution size of the leopard compare to the distribution of other wild cats?
The leopard's ecological role,S08_set1_a2,leopard,medium,,What resembles that of the similarly-sized cougar in the Americas?
Felis pardus,S08_set1_a2,leopard,medium,,"What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?"
Leopards,S08_set1_a2,leopard,hard,,What sort of cats are solitary?
No,S08_set1_a2,leopard,easy,,Are leopards circular?
Yes,S08_set1_a2,leopard,easy,,Is the leopard solitary?
The leopard men,S08_set1_a2,leopard,medium,,What centred in Sierra?
"One of the many species described in Linnaeus's 18th-century work, Systema Naturae",S08_set1_a2,leopard,medium,,Felis pardus was what?
Yes,S08_set1_a2,leopard,easy,,Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?
Yes,S08_set1_a2,leopard,easy,,Were the Leopard men a West African secret society who practised cannibalism ?
Yes,S08_set1_a2,leopard,easy,,Was the leopard tank a German designed tank which entered service in 1965 ?
Yes,S08_set1_a2,leopard,easy,,Is the black color heritable and caused by only one recessive gene locus ?
Yes,S08_set1_a2,leopard,easy,,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?"
Yes,S08_set1_a2,leopard,easy,,Can a panther be any of several species of large felid?
Yes,S08_set1_a2,leopard,easy,,Is the leopard an agile and graceful predator?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein bordered by Switzerland?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein bordered by Switzerland?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein the smallest German-speaking country in the world?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein the smallest German-speaking country in the world?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Was Liechtenstein part of the ancient Roman province of Raetia?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Was Liechtenstein part of the ancient Roman province of Raetia?
1836,S08_set2_a1,Liechtenstein,medium,medium,When was the first factory opened?
1836,S08_set2_a1,Liechtenstein,medium,medium,When was the first factory opened?
11,S08_set2_a1,Liechtenstein,medium,medium,How many municipalities is Liechtenstein divided into?
11,S08_set2_a1,Liechtenstein,medium,medium,How many municipalities is Liechtenstein divided into?
Swiss franc,S08_set2_a1,Liechtenstein,medium,medium,What is the national currency of Liechtenstein?
Swiss franc,S08_set2_a1,Liechtenstein,medium,medium,What is the national currency of Liechtenstein?
Yes,S08_set2_a1,Liechtenstein,hard,hard,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?
Austrian Federal Railways,S08_set2_a1,Liechtenstein,medium,hard,What company administers Leichtenstein's railways?
Austrian Federal Railways,S08_set2_a1,Liechtenstein,medium,hard,What company administers Leichtenstein's railways?
two-thirds,S08_set2_a1,Liechtenstein,hard,hard,What percentage of Liechtenstein's population is foreign-born?
67%,S08_set2_a1,Liechtenstein,hard,hard,What percentage of Liechtenstein's population is foreign-born?
No.,S08_set2_a1,Liechtenstein,easy,easy,Is there an airport in Liechtenstein?
No,S08_set2_a1,Liechtenstein,easy,easy,Is there an airport in Liechtenstein?
No.,S08_set2_a1,Liechtenstein,medium,easy,Is Liechtenstein heavily urbanized?
No,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein heavily urbanized?
Yes.,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein doubly landlocked?
Yes,S08_set2_a1,Liechtenstein,easy,easy,Is Liechtenstein doubly landlocked?
No.,S08_set2_a1,Liechtenstein,easy,medium,Does Liechtenstein have an army?
No,S08_set2_a1,Liechtenstein,easy,medium,Does Liechtenstein have an army?
October 1921.,S08_set2_a1,Liechtenstein,medium,medium,When was Liechtenstein's current constitution adopted?
October 1921,S08_set2_a1,Liechtenstein,medium,medium,When was Liechtenstein's current constitution adopted?
German.,S08_set2_a1,Liechtenstein,medium,medium,What is the official language of Liechtenstein?
German,S08_set2_a1,Liechtenstein,medium,medium,What is the official language of Liechtenstein?
Switzerland and Austria.,S08_set2_a1,Liechtenstein,medium,hard,What countries border Liechtenstein?
Switzerland and Austria,S08_set2_a1,Liechtenstein,hard,hard,What countries border Liechtenstein?
Raetia.,S08_set2_a1,Liechtenstein,medium,hard,What Roman province was Liechtenstein part of?
Raetia,S08_set2_a1,Liechtenstein,medium,hard,What Roman province was Liechtenstein part of?
6.,S08_set2_a1,Liechtenstein,too hard,hard,How many municipalities are within Oberland?
6,S08_set2_a1,Liechtenstein,too hard,hard,How many municipalities are within Oberland?
Liechtenstein,S08_set2_a1,Liechtenstein,medium,,What is the smallest German-speaking country in the world?
1861,S08_set2_a1,Liechtenstein,easy,,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?"
Liechtenstein's population,S08_set2_a1,Liechtenstein,medium,,What enjoys one of the world's highest standards of living?
Yes,S08_set2_a1,Liechtenstein,easy,,Does the state court rule on the conformity of laws?
They are Hilti.,S08_set2_a1,Liechtenstein,medium,,What do most recognizable international company and largest employer have in common?
No,S08_set2_a1,Liechtenstein,medium,,Is Liechtenstein heavily urbanized?
No,S08_set2_a1,Liechtenstein,medium,,Was Liechtenstein completed in November 2000?
the Kunstmuseum Liechtenstein,S08_set2_a1,Liechtenstein,medium,,What completed in November?
on the conformity of laws with the constitution,S08_set2_a1,Liechtenstein,easy,,The State Court rules what?
a role in preserving the culture and history of the country.,S08_set2_a1,Liechtenstein,easy,,The Historical Society of the Principality of Liechtenstein plays what?
Yes,S08_set2_a1,Liechtenstein,easy,,Is the museum collection also the national art collection of Liechtenstein ?
Yes,S08_set2_a1,Liechtenstein,easy,,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?
Yes,S08_set2_a1,Liechtenstein,easy,,Are nationals referred to by the plural : Liechtensteiners ?
Yes,S08_set2_a1,Liechtenstein,easy,,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?"
Yes,S08_set2_a1,Liechtenstein,medium,,Is it a winter sports resort?
Yes,S08_set2_a1,Liechtenstein,easy,,Is it the smallest german-speaking country in the world?
The Liechtenstein Dynasty acquired vast swaths of land,S08_set2_a1,Liechtenstein,medium,,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?"
Yes.,S08_set3_a3,Millard_Fillmore,easy,easy,"Did Webster write, ""I can now sleep of nights""?"
Yes,S08_set3_a3,Millard_Fillmore,easy,easy,"Did Webster write, ""I can now sleep of nights""?"
Yes,S08_set3_a3,Millard_Fillmore,easy,easy,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?
Yes,S08_set3_a3,Millard_Fillmore,easy,easy,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?
Yes,S08_set3_a3,Millard_Fillmore,easy,easy,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?"
yes,S08_set3_a3,Millard_Fillmore,easy,easy,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?"
Weed,S08_set3_a3,Millard_Fillmore,medium,medium,Who got Seward elected to the senate?
Weed ultimately got Seward elected to the senate,S08_set3_a3,Millard_Fillmore,medium,medium,Who got Seward elected to the senate?
Japan,S08_set3_a3,Millard_Fillmore,medium,medium,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?
Commodore Matthew C. Perry send to Japan,S08_set3_a3,Millard_Fillmore,hard,medium,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?
A fake biography based on real events that happened in Fillmore's life.,S08_set3_a3,Millard_Fillmore,medium,medium,What is The Remarkable Millard Fillmore?
"In 2007, George Pendle wrote The Remarkable Millard Fillmore, a fake biography based on real events that happened in Fillmore's life",S08_set3_a3,Millard_Fillmore,medium,medium,What is The Remarkable Millard Fillmore?
Before.,S08_set3_a3,Millard_Fillmore,hard,hard,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?
Law partnership founded before University of Buffalo,S08_set3_a3,Millard_Fillmore,hard,hard,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?
Yes,S08_set3_a3,Millard_Fillmore,medium,hard,Did Fillmore run for President a second time?
I don't know (semantic ambiguity),S08_set3_a3,Millard_Fillmore,too hard,hard,Did Fillmore run for President a second time?
where is the death date of his first wife?,S08_set3_a3,Millard_Fillmore,too hard,hard,How long after the death of his first wife did Fillmore marry Caroline McIntosh?
yes,S08_set3_a3,Millard_Fillmore,easy,easy,Was Millard Fillmore the thirteenth President of the United States?
yes,S08_set3_a3,Millard_Fillmore,easy,easy,Was Millard Fillmore the thirteenth President of the United States?
,S08_set3_a3,Millard_Fillmore,,easy,Was Millard Fillmore the thirteenth President of the United States?
yes,S08_set3_a3,Millard_Fillmore,medium,easy,"Was Millard Fillmore born on January 7, 1800?"
yes,S08_set3_a3,Millard_Fillmore,easy,easy,"Was Millard Fillmore born on January 7, 1800?"
,S08_set3_a3,Millard_Fillmore,,easy,"Was Millard Fillmore born on January 7, 1800?"
no,S08_set3_a3,Millard_Fillmore,easy,easy,"Did Millard Fillmore die on March 8, 1974?"
no,S08_set3_a3,Millard_Fillmore,easy,easy,"Did Millard Fillmore die on March 8, 1974?"
,S08_set3_a3,Millard_Fillmore,,easy,"Did Millard Fillmore die on March 8, 1974?"
"in a log cabin in Summerhill, New York",S08_set3_a3,Millard_Fillmore,easy,medium,Where was Millard Fillmore born?
"in a log cabin in Summerhill, New York",S08_set3_a3,Millard_Fillmore,medium,medium,Where was Millard Fillmore born?
,S08_set3_a3,Millard_Fillmore,,medium,Where was Millard Fillmore born?
to Nathaniel and Phoebe Millard Fillmore,S08_set3_a3,Millard_Fillmore,easy,medium,To whom was Millard Fillmore born to?
to Nathaniel and Phoebe Millard Fillmore,S08_set3_a3,Millard_Fillmore,medium,medium,To whom was Millard Fillmore born to?
,S08_set3_a3,Millard_Fillmore,,medium,To whom was Millard Fillmore born to?
He fell in love with Abigail Powers,S08_set3_a3,Millard_Fillmore,easy,medium,Who did Millard Fillmore fall in love with?
Abigail Powers,S08_set3_a3,Millard_Fillmore,medium,medium,Who did Millard Fillmore fall in love with?
,S08_set3_a3,Millard_Fillmore,,medium,Who did Millard Fillmore fall in love with?
slavory issues,S08_set3_a3,Millard_Fillmore,easy,hard,What did Taylor and Fillmore disagree upon?
Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War,S08_set3_a3,Millard_Fillmore,medium,hard,What did Taylor and Fillmore disagree upon?
,S08_set3_a3,Millard_Fillmore,,hard,What did Taylor and Fillmore disagree upon?
"upon the death of the sitting president, Taylor",S08_set3_a3,Millard_Fillmore,medium,hard,How did Fillmore ascend to the presidency?
Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.,S08_set3_a3,Millard_Fillmore,hard,hard,How did Fillmore ascend to the presidency?
,S08_set3_a3,Millard_Fillmore,,hard,How did Fillmore ascend to the presidency?
they were ok with him,S08_set3_a3,Millard_Fillmore,too hard,hard,How did the supporters of Henry Clay feel about Fillmore in 1848?
angry,S08_set3_a3,Millard_Fillmore,hard,hard,How did the supporters of Henry Clay feel about Fillmore in 1848?
,S08_set3_a3,Millard_Fillmore,,hard,How did the supporters of Henry Clay feel about Fillmore in 1848?
millard fillmore,S08_set3_a3,Millard_Fillmore,easy,,Who was first apprenticed to a fuller to learn the cloth-making trade?
1846,S08_set3_a3,Millard_Fillmore,easy,,He founded the private university of buffalo on what date?
millard fillmore,S08_set3_a3,Millard_Fillmore,easy,,Who or what fell in love with abigail powers?
yes,S08_set3_a3,Millard_Fillmore,easy,,Was Fillmore one of the founders of the University of Buffalo?
yes,S08_set3_a3,Millard_Fillmore,easy,,Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?
no,S08_set3_a3,Millard_Fillmore,easy,,"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?"
yes,S08_set3_a3,Millard_Fillmore,easy,,Is Fillmore the first of two presidents to have been an indentured servant ?
yes,S08_set3_a3,Millard_Fillmore,easy,,Is the comic strip Mallard Fillmore named after the president ?
yes,S08_set3_a3,Millard_Fillmore,easy,,Was Fillmore the first U.S. President born after the death of a former president ?
no,S08_set3_a3,Millard_Fillmore,easy,,"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?"
Fillmore was born,S08_set3_a3,Millard_Fillmore,easy,,"What happened in a log cabin in summerhill , new york?"
Nikola Tesla,S08_set4_a3,Nikola_Tesla,easy,,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?"
Yes.,S08_set4_a3,Nikola_Tesla,easy,,Are there at least two films describing Tesla 's life ?
